INSEE_COM,NOM,POP,Population_3_20,C20_FAM,C20_FAMMONO,QL3_20,QLFMONO,RDISP_MED,tx_BAC,tx_O,tx_Chom,FDep,APL
78653,Vicq,366,93,110,15,1.10854824514377,0.700699015536859,32020,0.648854961832061,0.055555555555556,0.050209205020921,1.96632389689145,2.63
78655,Vieille-Église-en-Yvelines,622,101.855332104236,195.993852175786,19.6104416217862,0.714407688976651,0.514135815475641,34730,0.689500368931669,0.072465443989902,0.035636571960096,2.59005455296788,3.13
78668,La Villeneuve-en-Chevrie,658,154.199414733127,193.584841794827,9.79739492536184,1.02237346081781,0.260059186690974,25830,0.531317625248467,0.10847221167143,0.082753728176757,-0.482340193070357,2.744
78672,Villennes-sur-Seine,5476,1342.45865581211,1575.51776436808,232.523149182775,1.06952321463505,0.75836071141127,37150,0.776399809632089,0.032450983756799,0.065230706792657,3.22643933441217,3.984
78674,Villepreux,11044,2851.79377408732,3165.08093871875,444.605488852472,1.12653439035858,0.721810063861126,28350,0.65774548303426,0.064626478005785,0.056512015716916,1.33690452439127,2.323
78677,Villette,526,113.196874010352,165.794182017683,15.5274061484109,0.938861272959169,0.481240932847662,29790,0.592328144337208,0.034440145340946,0.0469149840458,1.67094614671368,2.336
78681,Villiers-le-Mahieu,840,219.556539950987,232.843057117778,21.1894152186325,1.14030184649945,0.46761519179522,30170,0.646015859093946,0.063484808320521,0.054338975227881,1.56395681012731,1.97
78683,Villiers-Saint-Frédéric,2895,677.794062062072,887.599033027818,98.5073555474902,1.02141428496595,0.570275578164979,31030,0.659230965859826,0.029826710159796,0.045707248512595,2.22181634156765,2.14
78686,Viroflay,16744,3988.21051445696,4541.60272975841,536.227570225623,1.03913409441216,0.606698513293174,35280,0.795128301414949,0.029231355621264,0.04829350048962,3.3922780949621,1.623
78688,Voisins-le-Bretonneux,10722,2495.20372575183,3094.14897381546,362.315387387353,1.01527324824426,0.60169789527496,34770,0.800579081421556,0.022618691035109,0.044473589806483,3.48314928454026,3.906
91001,Abbéville-la-Rivière,328,85.8177681421602,96.2819735408533,10.1641215631175,1.14144793722363,0.542447610372715,25660,0.51501429885055,0.092466281122639,0.048586331483188,0.152476674158334,1.417
91016,Angerville,4374,1238.46814328144,1207.19638957646,186.106209275522,1.23526119003743,0.792165398691246,21380,0.40306481870025,0.16461100591978,0.097005855234576,-2.48166905730359,1.911
91017,Angervilliers,1725,422.132584107567,504.525932172285,42.2641569843247,1.0676097037927,0.430448947989572,28380,0.528224858159441,0.066433523231781,0.049848388143968,0.808270596748611,2.654
91021,Arpajon,11165,2319.75833100197,2791.02939910021,600.118180339992,0.90643517701563,1.10485505249097,21510,0.504449650384245,0.127626467958405,0.095424133443297,-1.57720388724711,2.336
91022,Arrancourt,126,24,45,0,0.830985474086267,0,26850,0.505050505050505,0,0.061728395061728,0.963355240469089,1.339
91027,Athis-Mons,35641,9083.60422589502,9406.2059383414,1830.09424993688,1.1118880393747,0.999751137666607,21910,0.515094482341304,0.132782311822917,0.067394954090185,-1.05351585292426,2.242
91035,Authon-la-Plaine,373,93.3825572295073,114.119987432398,14.1032320361178,1.09221884745694,0.635023605623541,24350,0.472808182087373,0.134149857961854,0.061977485481939,-0.864480947732246,2.155
91037,Auvernaux,325,75.0036136175589,100.93334735945,10.0851930785111,1.00681937063352,0.513431457566422,26470,0.500447708627044,0.01925094499478,0.031762237348893,1.20365623634883,2.797
91038,Auvers-Saint-Georges,1272,315.94190988165,376.368201500683,40.303007007765,1.08360964880134,0.550246716610769,28460,0.558837992634595,0.125990305327667,0.066240570699704,0.094112770122079,2.48
91041,Avrainville,1017,251,310,60,1.07672675366488,0.994540538181348,28310,0.615827338129496,0.127388535031847,0.04424778761062,0.706757761792952,2.684
91044,Ballainvilliers,4666,1229.01708450433,1283.74510135569,183.863237134036,1.14912142290859,0.735951231174603,29630,0.644268280220599,0.05650201111914,0.053010489696026,1.57786684090987,2.436
91045,Ballancourt-sur-Essonne,7706,1793.84893130494,2240.46876729532,376.516084255209,1.01556937766063,0.863530283676291,24930,0.469211963992344,0.109897170633064,0.071411914933968,-0.72268050460095,2.061
91047,Baulne,1363,306.040130882272,389.960292482316,27.2442782840254,0.979569509952896,0.358994548499985,26040,0.542722635762961,0.119812790250868,0.060374922094332,-0.136693858526307,2.531
91064,Bièvres,4796,1170.85947350727,1338.34852142008,190.886773238013,1.0650704497653,0.732891266815199,33670,0.761246880890601,0.036968379539879,0.051059481259727,2.89570742772871,3.186
91067,Blandy,115,14,30,5,0.531108107350788,0.856409907878383,24820,0.351063829787234,0.263157894736842,0.060975609756098,-2.66801848118693,1.402
91069,Boigneville,390,79.0239114676051,120.361907380764,25.2770868202382,0.883988572587333,1.07912285869676,26180,0.465439686187653,0.169929435443368,0.083919396812393,-1.39097575724191,2.387
91075,Bois-Herpin,81,22.275,30.375,0,1.19973527821205,0,26180,0.5,0.071428571428571,0.046511627906977,0.392873424568479,1.745
91079,Boissy-la-Rivière,500,102.045361385591,168.561216839553,5.19487516330924,0.890381236597753,0.158361786066749,28200,0.598997136883187,0.079722802535514,0.0442883990165,1.08786838888659,2.291
91080,Boissy-le-Cutté,1367,350.343171219393,416.324328678012,41.8441577947089,1.11809286956864,0.516459147645884,25620,0.41430711363974,0.194306281618907,0.048664243180889,-1.36138809720491,2.969
91081,Boissy-le-Sec,692,163,210,35,1.02762401654526,0.856409907878383,25410,0.537525354969574,0.168224299065421,0.053571428571429,-0.613821387407309,2.272
91085,Boissy-sous-Saint-Yon,3806,882.108014372179,1139.90638765811,134.336264045118,1.01112702817168,0.605559765755667,27150,0.511865245707083,0.083827532302156,0.04993659592403,0.394058787867484,2.706
91086,Bondoufle,10326,2549,3020,525,1.07693737755093,0.89327523503871,26210,0.585291678186342,0.082048118445404,0.066484931091928,0.366680327040541,2.462
91093,Boullay-les-Troux,647,139.852876328734,187.839842286492,5.254331867867,0.943017729329824,0.143735061193012,37820,0.742488897567346,0.009859826525315,0.036322638488859,3.8622828412824,2.723
91095,Bouray-sur-Juine,2095,448.336500973906,620.321587645559,60.0236484776419,0.933625717905915,0.497208366954015,28010,0.5547417067806,0.101573859204524,0.061459349557493,0.341097137908645,1.739
91097,Boussy-Saint-Antoine,7980,1970.90479145441,2154.53827254827,530.174425897269,1.07749556085897,1.26443787152168,23610,0.563731993319658,0.069411824508509,0.087849750371053,-0.307651900374003,2.64
91098,Boutervilliers,430,108.98524084884,127.028501975788,31.0111989059236,1.10573732135975,1.25444121209659,26730,0.494928422876744,0.117360135191728,0.052086390394186,-0.114393396687442,1.917
91099,Boutigny-sur-Essonne,2952,586.682573528851,869.891018492281,85.0176816235574,0.867040872844046,0.502200735536693,26600,0.478093868980707,0.086951171282521,0.059248651439378,-0.02868662341186,2.688
91100,Bouville,650,139.014736230696,211.391551540106,10.1224622957067,0.933039906278649,0.246054592220272,28260,0.52688908616358,0.073872052119731,0.0530638707069,0.657601165162311,2.771
91103,Brétigny-sur-Orge,27006,6782.73852178188,7208.49833420546,1269.4168063611,1.09571484955795,0.904882886664196,23280,0.574516470888314,0.116799156612168,0.09590849020119,-0.908617595856397,1.627
91105,Breuillet,8759,2130.74383971611,2572.73570455358,385.679544865546,1.06127870692604,0.770307924527815,25920,0.528053023387572,0.093460885844408,0.070818624590634,-0.135117231750324,2.031
91106,Breux-Jouy,1280,261.971022949578,393.858901195102,26.3607072137971,0.892886017334963,0.343913580747954,27110,0.446419148414795,0.094489830836798,0.076111960257101,-0.475360832207232,2.108
91109,Brières-les-Scellés,1282,333.797559101034,376.156716441096,46.656369871914,1.13592031608164,0.637345696793416,25840,0.48615625906573,0.105710473325417,0.059169539944585,-0.274714636650812,2.562
91111,Briis-sous-Forges,3394,807.499244013484,984.669394298437,119.191519692326,1.03796574722509,0.621996371517067,29630,0.607263061436736,0.063815668924546,0.053119956422002,1.3237265487429,2.516
91112,Brouy,125,25.5905511811023,34.4488188976378,4.92125984251969,0.893145804825002,0.734065635324329,27960,0.495049504950495,0.058823529411765,0.028985507246377,1.02091976566567,1.753
91114,Brunoy,25344,5860.43765721865,7086.0318389614,1341.84322916882,1.00880592905297,0.9730420599816,26810,0.608895707885053,0.074523499421439,0.0652651178204,0.654522474296149,2.81
91115,Bruyères-le-Châtel,3594,803,1040,140,0.974743186527318,0.691715694824848,27000,0.57318478678448,0.097435897435897,0.05698607007176,0.416267861820009,2.051
91121,Buno-Bonnevaux,464,96.9685932358822,142.17224541023,26.7443169078922,0.911729170718512,0.966606298434821,27350,0.566427319632423,0.118562472024461,0.059468073380403,0.175491404499089,2.575
91122,Bures-sur-Yvette,9240,2043,2685,225,0.964604161112639,0.430597160385779,33050,0.785539215686275,0.038486627527723,0.04865150713908,2.95826117253563,2.692
91129,Cerny,3346,725.264566933983,1004.82460792215,121.607328680278,0.945634393292271,0.621874028549758,27070,0.509502356040448,0.115101573122748,0.049737464545394,0.062342528966134,2.37
91130,Chalo-Saint-Mars,1020,225.399644923144,311.629234063983,19.4269591914647,0.96406383497599,0.320331442231189,27060,0.520981061781437,0.071283448950461,0.077588472977316,0.086496135207674,1.928
91131,Chalou-Moulineux,390,77,130,25,0.861348404870189,0.988165278321211,27160,0.561872909698997,0.071428571428571,0.071729957805907,0.394494601403853,1.833
91132,Chamarande,1134,271.312358661026,332.289219659717,59.9230343495265,1.04378068975646,0.926638794595101,27840,0.54743743951982,0.101982820732536,0.073362314875888,0.079191305720353,2.54
91135,Champcueil,2880,648.994422985996,716.594776560842,96.4716451058602,0.983107960377742,0.691765628779777,26700,0.496922425136174,0.056289896305442,0.054070905563576,0.469692626870378,1.62
91136,Champlan,2771,708.994244602257,738.007729662132,95.4464432562925,1.11624343991159,0.66455628897434,24130,0.432422892921016,0.099442779860338,0.06802433559387,-0.842536120059104,3.194
91137,Champmotteux,367,92.9599703709167,111.470563544815,9.682089672216,1.10505182973035,0.446315364015495,25500,0.504821584909615,0.038456399110836,0.038991861941657,0.785029033883013,1.991
91145,Chatignonville,72,17,20,5,1.03007574391944,1.28461486181757,25500,0.519230769230769,0,0.020833333333333,1.54575510135795,2.207
91148,Chauffour-lès-Étréchy,140,37.6119402985074,41.7910447761194,0,1.17206160150973,0,29480,0.515789473684211,0.105263157894737,0.072289156626506,0.123740648845389,2.506
91156,Cheptainville,2227,563.758874862151,652.278772618282,49.0969463480284,1.10439875997429,0.386771237060917,28560,0.593032905267476,0.105311488066052,0.054185756608009,0.682652150481557,1.495
91159,Chevannes,1569,380.155886921387,459.311982532003,45.6853669455767,1.05704021961777,0.511095756939353,27380,0.517531314507577,0.121848822923373,0.065013566342203,-0.183493253773682,1.89
91161,Chilly-Mazarin,19943,4923.0006057192,5479.10316162519,1259.23745030507,1.07694155640678,1.18094884911008,22610,0.545437178698817,0.128463208787808,0.083156892071179,-1.03820203186672,3.573
